review_id,product_name,rating,review
AMZ0058,Phone Charger,5,Absolutely loved this phone charger. The charging speed is excellent and it feels premium for the price.
AMZ0059,Phone Case,3,The phone case is fine for the price. Build quality is acceptable and performance is average.
AMZ0060,Vacuum Cleaner,3,The item stopped working within a week. Customer support was also not helpful.
AMZ0061,Desk Lamp,4,I bought this desk lamp for daily use and I'm impressed with the brightness. Highly recommend.
AMZ0062,Usb Hub,4,One of the best purchases I've made recently. The USB hub performs exactly as described.
AMZ0063,Phone Charger,2,The item stopped working within a week. Customer support was also not helpful.
AMZ0064,Phone Charger,3,"The phone charger is okay for basic use. The charging speed works, but nothing exceptional."
AMZ0065,Water Bottle,3,Not worth the price. The water bottle arrived late and the packaging was damaged.
AMZ0066,Laptop Stand,3,"Not bad, not amazing. The stability is usable, but I expected a bit more."
AMZ0067,Phone Charger,2,I returned this phone charger because it did not match the description at all.
AMZ0068,Phone Case,5,One of the best purchases I've made recently. The phone case performs exactly as described.
AMZ0069,Phone Case,5,Really good value for money. The phone case looks sturdy and the fit is surprisingly good.
AMZ0070,Gaming Mouse,3,"The gaming mouse is okay for basic use. The tracking works, but nothing exceptional."
AMZ0071,Tripod,1,Honestly expected better. The tripod is average at best and overpriced.
AMZ0072,Water Bottle,5,Works like a charm. The water bottle is reliable and the setup was super easy.
AMZ0073,Desk Lamp,3,"The desk lamp is okay for basic use. The brightness works, but nothing exceptional."
AMZ0074,Coffee Mug,5,"I was skeptical at first, but this coffee mug turned out to be fantastic. Great finish."
AMZ0075,Monitor Stand,5,Works like a charm. The monitor stand is reliable and the setup was super easy.
AMZ0076,Laptop Stand,3,Decent laptop stand overall. Delivery was fine and setup took only a few minutes.
AMZ0077,Laptop Stand,3,"Not bad, not amazing. The stability is usable, but I expected a bit more."
AMZ0078,Phone Case,5,I bought this phone case for daily use and I'm impressed with the fit. Highly recommend.
AMZ0079,Backpack,3,This backpack looks nice in pictures but performs badly in real life.
AMZ0080,Phone Case,3,"The phone case is okay for basic use. The fit works, but nothing exceptional."
AMZ0081,Vacuum Cleaner,1,Very disappointed with this vacuum cleaner. The suction stopped working after a few days.
AMZ0082,Gaming Mouse,2,This gaming mouse looks nice in pictures but performs badly in real life.
AMZ0083,Tripod,4,The packaging was neat and the tripod feels well-built. No complaints so far.
AMZ0084,Laptop Stand,4,"This laptop stand exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0085,Coffee Mug,3,"I had high hopes, but this coffee mug was a letdown. The finish is below average."
AMZ0086,Desk Lamp,4,One of the best purchases I've made recently. The desk lamp performs exactly as described.
AMZ0087,Coffee Mug,4,I bought this coffee mug for daily use and I'm impressed with the finish. Highly recommend.
AMZ0088,Coffee Mug,2,I returned this coffee mug because it did not match the description at all.
AMZ0089,Power Bank,3,Decent power bank overall. Delivery was fine and setup took only a few minutes.
AMZ0090,Wireless Earbuds,5,One of the best purchases I've made recently. The wireless earbuds performs exactly as described.
AMZ0091,Power Bank,5,Very happy with this power bank. It arrived on time and the battery backup works perfectly.
AMZ0092,Phone Charger,3,Decent phone charger overall. Delivery was fine and setup took only a few minutes.
AMZ0093,Tripod,5,I bought this tripod for daily use and I'm impressed with the stability. Highly recommend.
AMZ0094,Wireless Earbuds,2,I returned this wireless earbuds because it did not match the description at all.
AMZ0095,Phone Case,3,"Average experience with this phone case. It does the job, but there is room for improvement."
AMZ0096,Monitor Stand,5,Works like a charm. The monitor stand is reliable and the setup was super easy.
AMZ0097,Wireless Earbuds,5,Really good value for money. The wireless earbuds looks sturdy and the sound quality is surprisingly good.
AMZ0098,Phone Case,5,Excellent product. I've been using this phone case for a week and the performance is smooth.
AMZ0099,Coffee Mug,3,The finish is inconsistent and the coffee mug does not feel durable.
AMZ0100,Monitor Stand,5,Excellent product. I've been using this monitor stand for a week and the performance is smooth.
AMZ0101,Phone Case,4,The packaging was neat and the phone case feels well-built. No complaints so far.
AMZ0102,Monitor Stand,4,"Not bad, not amazing. The adjustability is usable, but I expected a bit more."
AMZ0103,Backpack,5,Very happy with this backpack. It arrived on time and the storage space works perfectly.
AMZ0104,Gaming Mouse,2,The quality of this gaming mouse is not as expected. It feels cheap and poorly made.
AMZ0105,Monitor Stand,5,The packaging was neat and the monitor stand feels well-built. No complaints so far.
AMZ0106,Air Fryer,2,The item stopped working within a week. Customer support was also not helpful.
AMZ0107,Backpack,5,The packaging was neat and the backpack feels well-built. No complaints so far.
AMZ0108,Keyboard,5,Absolutely loved this keyboard. The key response is excellent and it feels premium for the price.
AMZ0109,Keyboard,5,Excellent product. I've been using this keyboard for a week and the performance is smooth.
AMZ0110,Tripod,5,I bought this tripod for daily use and I'm impressed with the stability. Highly recommend.
AMZ0111,Bluetooth Speaker,2,This Bluetooth speaker looks nice in pictures but performs badly in real life.
AMZ0112,Water Bottle,2,Not worth the price. The water bottle arrived late and the packaging was damaged.
AMZ0113,Power Bank,1,"I had high hopes, but this power bank was a letdown. The battery backup is below average."
AMZ0114,Phone Charger,4,"I was skeptical at first, but this phone charger turned out to be fantastic. Great charging speed."
AMZ0115,Tripod,5,Excellent product. I've been using this tripod for a week and the performance is smooth.
AMZ0116,Air Fryer,5,I bought this air fryer for daily use and I'm impressed with the cooking performance. Highly recommend.
AMZ0117,Wireless Earbuds,3,"The wireless earbuds is okay for basic use. The sound quality works, but nothing exceptional."
AMZ0118,Power Bank,5,Works like a charm. The power bank is reliable and the setup was super easy.
AMZ0119,Phone Charger,5,Very happy with this phone charger. It arrived on time and the charging speed works perfectly.
AMZ0120,Desk Lamp,2,The item stopped working within a week. Customer support was also not helpful.
AMZ0121,Tripod,3,The item stopped working within a week. Customer support was also not helpful.
AMZ0122,Usb Hub,5,"This USB hub exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0123,Tripod,5,I bought this tripod for daily use and I'm impressed with the stability. Highly recommend.
AMZ0124,Monitor Stand,5,I bought this monitor stand for daily use and I'm impressed with the adjustability. Highly recommend.
AMZ0125,Tripod,5,Really good value for money. The tripod looks sturdy and the stability is surprisingly good.
AMZ0126,Phone Case,4,Works like a charm. The phone case is reliable and the setup was super easy.
AMZ0127,Desk Lamp,5,The packaging was neat and the desk lamp feels well-built. No complaints so far.
AMZ0128,Backpack,5,The packaging was neat and the backpack feels well-built. No complaints so far.
AMZ0129,Usb Hub,5,Absolutely loved this USB hub. The port connectivity is excellent and it feels premium for the price.
AMZ0130,Vacuum Cleaner,4,Excellent product. I've been using this vacuum cleaner for a week and the performance is smooth.
AMZ0131,Air Fryer,5,One of the best purchases I've made recently. The air fryer performs exactly as described.
AMZ0132,Air Fryer,4,The air fryer is fine for the price. Build quality is acceptable and performance is average.
AMZ0133,Usb Hub,3,Not worth the price. The USB hub arrived late and the packaging was damaged.
AMZ0134,Power Bank,4,"I was skeptical at first, but this power bank turned out to be fantastic. Great battery backup."
AMZ0135,Air Fryer,5,The packaging was neat and the air fryer feels well-built. No complaints so far.
AMZ0136,Tripod,4,"Not bad, not amazing. The stability is usable, but I expected a bit more."
AMZ0137,Wireless Earbuds,4,"Not bad, not amazing. The sound quality is usable, but I expected a bit more."
AMZ0138,Wireless Earbuds,5,The packaging was neat and the wireless earbuds feels well-built. No complaints so far.
AMZ0139,Tripod,5,Really good value for money. The tripod looks sturdy and the stability is surprisingly good.
AMZ0140,Gaming Mouse,5,One of the best purchases I've made recently. The gaming mouse performs exactly as described.
AMZ0141,Air Fryer,5,The packaging was neat and the air fryer feels well-built. No complaints so far.
AMZ0142,Water Bottle,4,Works like a charm. The water bottle is reliable and the setup was super easy.
AMZ0143,Coffee Mug,4,Very happy with this coffee mug. It arrived on time and the finish works perfectly.
AMZ0144,Wireless Earbuds,3,Decent wireless earbuds overall. Delivery was fine and setup took only a few minutes.
AMZ0145,Desk Lamp,4,"I was skeptical at first, but this desk lamp turned out to be fantastic. Great brightness."
AMZ0146,Backpack,5,Really good value for money. The backpack looks sturdy and the storage space is surprisingly good.
AMZ0147,Bluetooth Speaker,2,The quality of this Bluetooth speaker is not as expected. It feels cheap and poorly made.
AMZ0148,Keyboard,5,Absolutely loved this keyboard. The key response is excellent and it feels premium for the price.
AMZ0149,Air Fryer,4,I bought this air fryer for daily use and I'm impressed with the cooking performance. Highly recommend.
AMZ0150,Power Bank,4,Really good value for money. The power bank looks sturdy and the battery backup is surprisingly good.
AMZ0151,Phone Charger,5,The packaging was neat and the phone charger feels well-built. No complaints so far.
AMZ0152,Water Bottle,4,One of the best purchases I've made recently. The water bottle performs exactly as described.
AMZ0153,Vacuum Cleaner,3,The quality of this vacuum cleaner is not as expected. It feels cheap and poorly made.
AMZ0154,Coffee Mug,2,Battery life / performance is poor on this coffee mug. I would not recommend it.
AMZ0155,Vacuum Cleaner,5,Works like a charm. The vacuum cleaner is reliable and the setup was super easy.
AMZ0156,Usb Hub,3,Battery life / performance is poor on this USB hub. I would not recommend it.
AMZ0157,Phone Case,4,I bought this phone case for daily use and I'm impressed with the fit. Highly recommend.
AMZ0158,Phone Case,3,Decent phone case overall. Delivery was fine and setup took only a few minutes.
AMZ0159,Air Fryer,5,"I was skeptical at first, but this air fryer turned out to be fantastic. Great cooking performance."
AMZ0160,Bluetooth Speaker,5,One of the best purchases I've made recently. The Bluetooth speaker performs exactly as described.
AMZ0161,Gaming Mouse,5,Excellent product. I've been using this gaming mouse for a week and the performance is smooth.
AMZ0162,Usb Hub,4,I bought this USB hub for daily use and I'm impressed with the port connectivity. Highly recommend.
AMZ0163,Power Bank,2,Battery life / performance is poor on this power bank. I would not recommend it.
AMZ0164,Fitness Band,3,Battery life / performance is poor on this fitness band. I would not recommend it.
AMZ0165,Wireless Earbuds,5,I bought this wireless earbuds for daily use and I'm impressed with the sound quality. Highly recommend.
AMZ0166,Power Bank,5,Excellent product. I've been using this power bank for a week and the performance is smooth.
AMZ0167,Fitness Band,5,One of the best purchases I've made recently. The fitness band performs exactly as described.
AMZ0168,Usb Hub,5,"I was skeptical at first, but this USB hub turned out to be fantastic. Great port connectivity."
AMZ0169,Keyboard,5,Very happy with this keyboard. It arrived on time and the key response works perfectly.
AMZ0170,Gaming Mouse,5,Works like a charm. The gaming mouse is reliable and the setup was super easy.
AMZ0171,Backpack,5,"I was skeptical at first, but this backpack turned out to be fantastic. Great storage space."
AMZ0172,Monitor Stand,2,The quality of this monitor stand is not as expected. It feels cheap and poorly made.
AMZ0173,Keyboard,5,"This keyboard exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0174,Wireless Earbuds,2,"I had high hopes, but this wireless earbuds was a letdown. The sound quality is below average."
AMZ0175,Phone Charger,3,"Not bad, not amazing. The charging speed is usable, but I expected a bit more."
AMZ0176,Desk Lamp,1,Battery life / performance is poor on this desk lamp. I would not recommend it.
AMZ0177,Wireless Earbuds,5,"I was skeptical at first, but this wireless earbuds turned out to be fantastic. Great sound quality."
AMZ0178,Tripod,5,Absolutely loved this tripod. The stability is excellent and it feels premium for the price.
AMZ0179,Fitness Band,5,Very happy with this fitness band. It arrived on time and the step tracking works perfectly.
AMZ0180,Fitness Band,5,Absolutely loved this fitness band. The step tracking is excellent and it feels premium for the price.
AMZ0181,Desk Lamp,1,This desk lamp looks nice in pictures but performs badly in real life.
AMZ0182,Power Bank,5,The packaging was neat and the power bank feels well-built. No complaints so far.
AMZ0183,Monitor Stand,5,"I was skeptical at first, but this monitor stand turned out to be fantastic. Great adjustability."
AMZ0184,Vacuum Cleaner,4,Excellent product. I've been using this vacuum cleaner for a week and the performance is smooth.
AMZ0185,Laptop Stand,4,Decent laptop stand overall. Delivery was fine and setup took only a few minutes.
AMZ0186,Backpack,5,Very happy with this backpack. It arrived on time and the storage space works perfectly.
AMZ0187,Power Bank,5,Very happy with this power bank. It arrived on time and the battery backup works perfectly.
AMZ0188,Wireless Earbuds,5,Excellent product. I've been using this wireless earbuds for a week and the performance is smooth.
AMZ0189,Keyboard,5,Really good value for money. The keyboard looks sturdy and the key response is surprisingly good.
AMZ0190,Tripod,5,I bought this tripod for daily use and I'm impressed with the stability. Highly recommend.
AMZ0191,Backpack,5,Works like a charm. The backpack is reliable and the setup was super easy.
AMZ0192,Desk Lamp,3,Decent desk lamp overall. Delivery was fine and setup took only a few minutes.
AMZ0193,Phone Charger,5,Really good value for money. The phone charger looks sturdy and the charging speed is surprisingly good.
AMZ0194,Tripod,5,Really good value for money. The tripod looks sturdy and the stability is surprisingly good.
AMZ0195,Phone Case,5,"I was skeptical at first, but this phone case turned out to be fantastic. Great fit."
AMZ0196,Water Bottle,2,I returned this water bottle because it did not match the description at all.
AMZ0197,Phone Case,4,I bought this phone case for daily use and I'm impressed with the fit. Highly recommend.
AMZ0198,Phone Case,5,"This phone case exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0199,Monitor Stand,2,This monitor stand looks nice in pictures but performs badly in real life.
AMZ0200,Vacuum Cleaner,1,Battery life / performance is poor on this vacuum cleaner. I would not recommend it.
AMZ0201,Fitness Band,5,One of the best purchases I've made recently. The fitness band performs exactly as described.
AMZ0202,Laptop Stand,3,"Average experience with this laptop stand. It does the job, but there is room for improvement."
AMZ0203,Fitness Band,4,The packaging was neat and the fitness band feels well-built. No complaints so far.
AMZ0204,Tripod,5,Really good value for money. The tripod looks sturdy and the stability is surprisingly good.
AMZ0205,Laptop Stand,4,The laptop stand is fine for the price. Build quality is acceptable and performance is average.
AMZ0206,Wireless Earbuds,3,The item stopped working within a week. Customer support was also not helpful.
AMZ0207,Vacuum Cleaner,5,Works like a charm. The vacuum cleaner is reliable and the setup was super easy.
AMZ0208,Fitness Band,2,Very disappointed with this fitness band. The step tracking stopped working after a few days.
AMZ0209,Phone Case,5,Really good value for money. The phone case looks sturdy and the fit is surprisingly good.
AMZ0210,Fitness Band,5,Excellent product. I've been using this fitness band for a week and the performance is smooth.
AMZ0211,Bluetooth Speaker,5,Absolutely loved this Bluetooth speaker. The bass is excellent and it feels premium for the price.
AMZ0212,Water Bottle,5,Very happy with this water bottle. It arrived on time and the build quality works perfectly.
AMZ0213,Laptop Stand,3,"I had high hopes, but this laptop stand was a letdown. The stability is below average."
AMZ0214,Keyboard,5,Really good value for money. The keyboard looks sturdy and the key response is surprisingly good.
AMZ0215,Fitness Band,3,Decent fitness band overall. Delivery was fine and setup took only a few minutes.
AMZ0216,Usb Hub,5,I bought this USB hub for daily use and I'm impressed with the port connectivity. Highly recommend.
AMZ0217,Water Bottle,5,The packaging was neat and the water bottle feels well-built. No complaints so far.
AMZ0218,Monitor Stand,5,Absolutely loved this monitor stand. The adjustability is excellent and it feels premium for the price.
AMZ0219,Keyboard,3,Honestly expected better. The keyboard is average at best and overpriced.
AMZ0220,Desk Lamp,5,"I was skeptical at first, but this desk lamp turned out to be fantastic. Great brightness."
AMZ0221,Gaming Mouse,5,Works like a charm. The gaming mouse is reliable and the setup was super easy.
AMZ0222,Tripod,4,Decent tripod overall. Delivery was fine and setup took only a few minutes.
AMZ0223,Power Bank,5,I bought this power bank for daily use and I'm impressed with the battery backup. Highly recommend.
AMZ0224,Phone Charger,5,"I was skeptical at first, but this phone charger turned out to be fantastic. Great charging speed."
AMZ0225,Air Fryer,3,Decent air fryer overall. Delivery was fine and setup took only a few minutes.
AMZ0226,Phone Charger,5,Excellent product. I've been using this phone charger for a week and the performance is smooth.
AMZ0227,Laptop Stand,3,The laptop stand is fine for the price. Build quality is acceptable and performance is average.
AMZ0228,Monitor Stand,4,"The monitor stand is okay for basic use. The adjustability works, but nothing exceptional."
AMZ0229,Desk Lamp,4,"This desk lamp exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0230,Fitness Band,2,This fitness band looks nice in pictures but performs badly in real life.
AMZ0231,Air Fryer,3,The cooking performance is inconsistent and the air fryer does not feel durable.
AMZ0232,Gaming Mouse,1,Battery life / performance is poor on this gaming mouse. I would not recommend it.
AMZ0233,Water Bottle,5,Really good value for money. The water bottle looks sturdy and the build quality is surprisingly good.
AMZ0234,Water Bottle,4,Very happy with this water bottle. It arrived on time and the build quality works perfectly.
AMZ0235,Tripod,4,Really good value for money. The tripod looks sturdy and the stability is surprisingly good.
AMZ0236,Phone Charger,5,Absolutely loved this phone charger. The charging speed is excellent and it feels premium for the price.
AMZ0237,Coffee Mug,5,"This coffee mug exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0238,Monitor Stand,5,"This monitor stand exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0239,Bluetooth Speaker,5,The packaging was neat and the Bluetooth speaker feels well-built. No complaints so far.
AMZ0240,Fitness Band,3,Decent fitness band overall. Delivery was fine and setup took only a few minutes.
AMZ0241,Tripod,2,Battery life / performance is poor on this tripod. I would not recommend it.
AMZ0242,Wireless Earbuds,3,The wireless earbuds is fine for the price. Build quality is acceptable and performance is average.
AMZ0243,Usb Hub,5,"I was skeptical at first, but this USB hub turned out to be fantastic. Great port connectivity."
AMZ0244,Keyboard,2,I returned this keyboard because it did not match the description at all.
AMZ0245,Tripod,3,Not worth the price. The tripod arrived late and the packaging was damaged.
AMZ0246,Fitness Band,5,The packaging was neat and the fitness band feels well-built. No complaints so far.
AMZ0247,Keyboard,3,"Average experience with this keyboard. It does the job, but there is room for improvement."
AMZ0248,Air Fryer,4,Excellent product. I've been using this air fryer for a week and the performance is smooth.
AMZ0249,Fitness Band,2,This fitness band looks nice in pictures but performs badly in real life.
AMZ0250,Coffee Mug,5,I bought this coffee mug for daily use and I'm impressed with the finish. Highly recommend.
AMZ0251,Desk Lamp,2,Very disappointed with this desk lamp. The brightness stopped working after a few days.
AMZ0252,Tripod,5,One of the best purchases I've made recently. The tripod performs exactly as described.
AMZ0253,Water Bottle,4,"Average experience with this water bottle. It does the job, but there is room for improvement."
AMZ0254,Vacuum Cleaner,5,"This vacuum cleaner exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0255,Monitor Stand,5,Really good value for money. The monitor stand looks sturdy and the adjustability is surprisingly good.
AMZ0256,Phone Case,3,The phone case is fine for the price. Build quality is acceptable and performance is average.
AMZ0257,Gaming Mouse,1,Battery life / performance is poor on this gaming mouse. I would not recommend it.
AMZ0258,Desk Lamp,3,Not worth the price. The desk lamp arrived late and the packaging was damaged.
AMZ0259,Usb Hub,4,The packaging was neat and the USB hub feels well-built. No complaints so far.
AMZ0260,Phone Case,5,"I was skeptical at first, but this phone case turned out to be fantastic. Great fit."
AMZ0261,Phone Case,1,The fit is inconsistent and the phone case does not feel durable.
AMZ0262,Power Bank,5,Excellent product. I've been using this power bank for a week and the performance is smooth.
AMZ0263,Power Bank,2,Battery life / performance is poor on this power bank. I would not recommend it.
AMZ0264,Vacuum Cleaner,4,Absolutely loved this vacuum cleaner. The suction is excellent and it feels premium for the price.
AMZ0265,Keyboard,3,"The keyboard is okay for basic use. The key response works, but nothing exceptional."
AMZ0266,Power Bank,3,Decent power bank overall. Delivery was fine and setup took only a few minutes.
AMZ0267,Tripod,5,Works like a charm. The tripod is reliable and the setup was super easy.
AMZ0268,Desk Lamp,3,"The desk lamp is okay for basic use. The brightness works, but nothing exceptional."
AMZ0269,Vacuum Cleaner,3,"Average experience with this vacuum cleaner. It does the job, but there is room for improvement."
AMZ0270,Coffee Mug,5,"I was skeptical at first, but this coffee mug turned out to be fantastic. Great finish."
AMZ0271,Coffee Mug,5,One of the best purchases I've made recently. The coffee mug performs exactly as described.
AMZ0272,Phone Charger,4,I bought this phone charger for daily use and I'm impressed with the charging speed. Highly recommend.
AMZ0273,Tripod,4,I bought this tripod for daily use and I'm impressed with the stability. Highly recommend.
AMZ0274,Phone Charger,2,Not worth the price. The phone charger arrived late and the packaging was damaged.
AMZ0275,Backpack,5,Works like a charm. The backpack is reliable and the setup was super easy.
AMZ0276,Backpack,2,Not worth the price. The backpack arrived late and the packaging was damaged.
AMZ0277,Desk Lamp,1,Honestly expected better. The desk lamp is average at best and overpriced.
AMZ0278,Phone Case,3,Decent phone case overall. Delivery was fine and setup took only a few minutes.
AMZ0279,Usb Hub,4,"This USB hub exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0280,Wireless Earbuds,5,One of the best purchases I've made recently. The wireless earbuds performs exactly as described.
AMZ0281,Gaming Mouse,4,Really good value for money. The gaming mouse looks sturdy and the tracking is surprisingly good.
AMZ0282,Desk Lamp,1,The item stopped working within a week. Customer support was also not helpful.
AMZ0283,Water Bottle,4,One of the best purchases I've made recently. The water bottle performs exactly as described.
AMZ0284,Tripod,4,Excellent product. I've been using this tripod for a week and the performance is smooth.
AMZ0285,Monitor Stand,4,Absolutely loved this monitor stand. The adjustability is excellent and it feels premium for the price.
AMZ0286,Fitness Band,1,I returned this fitness band because it did not match the description at all.
AMZ0287,Fitness Band,1,Battery life / performance is poor on this fitness band. I would not recommend it.
AMZ0288,Water Bottle,4,"This water bottle exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0289,Desk Lamp,5,Excellent product. I've been using this desk lamp for a week and the performance is smooth.
AMZ0290,Air Fryer,3,"Not bad, not amazing. The cooking performance is usable, but I expected a bit more."
AMZ0291,Tripod,4,The packaging was neat and the tripod feels well-built. No complaints so far.
AMZ0292,Laptop Stand,4,"Not bad, not amazing. The stability is usable, but I expected a bit more."
AMZ0293,Backpack,5,I bought this backpack for daily use and I'm impressed with the storage space. Highly recommend.
AMZ0294,Gaming Mouse,3,I returned this gaming mouse because it did not match the description at all.
AMZ0295,Laptop Stand,5,One of the best purchases I've made recently. The laptop stand performs exactly as described.
AMZ0296,Coffee Mug,3,The coffee mug is fine for the price. Build quality is acceptable and performance is average.
AMZ0297,Water Bottle,3,The quality of this water bottle is not as expected. It feels cheap and poorly made.
AMZ0298,Laptop Stand,2,The stability is inconsistent and the laptop stand does not feel durable.
AMZ0299,Usb Hub,5,Works like a charm. The USB hub is reliable and the setup was super easy.
AMZ0300,Laptop Stand,4,The packaging was neat and the laptop stand feels well-built. No complaints so far.
AMZ0301,Keyboard,1,The key response is inconsistent and the keyboard does not feel durable.
AMZ0302,Monitor Stand,5,"I was skeptical at first, but this monitor stand turned out to be fantastic. Great adjustability."
AMZ0303,Laptop Stand,5,Works like a charm. The laptop stand is reliable and the setup was super easy.
AMZ0304,Laptop Stand,2,Honestly expected better. The laptop stand is average at best and overpriced.
AMZ0305,Vacuum Cleaner,1,Honestly expected better. The vacuum cleaner is average at best and overpriced.
AMZ0306,Phone Case,5,Really good value for money. The phone case looks sturdy and the fit is surprisingly good.
AMZ0307,Gaming Mouse,5,"This gaming mouse exceeded my expectations. Great quality, easy to use, and worth every rupee."
